,question,course,document
326,What ports should be mapped for the PostgreSQL Docker container?,data-engineering-zoomcamp,bc42139a
327,Why am I seeing an error checking context during the docker build process?,data-engineering-zoomcamp,a146e3ee
328,How did the user ID of the directory cause a permission issue in docker build?,data-engineering-zoomcamp,a146e3ee
329,What files are necessary to avoid the docker build error mentioned in Module 1?,data-engineering-zoomcamp,a146e3ee
330,How can I change the permissions of a directory on Ubuntu to fix the docker build error?,data-engineering-zoomcamp,a146e3ee
331,Where can I find a more complete explanation of the docker build error and its solutions?,data-engineering-zoomcamp,a146e3ee
332,Did I install Docker via snap if I received ERRO[0000] error waiting for container: context canceled?,data-engineering-zoomcamp,593a85ba
333,How can I verify if Docker is installed via snap?,data-engineering-zoomcamp,593a85ba
334,"What should I do if I get 'error: unknown command ""status"", see 'snap help'.' while checking Docker status via snap?",data-engineering-zoomcamp,593a85ba
335,Where can I properly install Docker if removing the snap package?,data-engineering-zoomcamp,593a85ba
336,Why would I get a Bind for 0.0.0.0:5432 failed: port is a error?,data-engineering-zoomcamp,593a85ba
337,What causes the error 'can’t stat /home/fhrzn/Projects/…./ny_taxi_postgres_data' in Docker?,data-engineering-zoomcamp,50bd1a71
338,How do I resolve the error related to permission issues in Docker on PopOS Linux?,data-engineering-zoomcamp,50bd1a71
339,Why is my folder appearing empty in PopOS Linux when trying to build Docker?,data-engineering-zoomcamp,50bd1a71
340,What command should I use to add permissions to my folder for Docker on PopOS?,data-engineering-zoomcamp,50bd1a71
341,Can you provide an example of a chmod command to fix Docker build errors?,data-engineering-zoomcamp,50bd1a71
342,What should I do if I get a 'failed to solve with frontend dockerfile.v0: failed to read dockerfile: error from sender: open ny_taxi_postgres_data: permission denied' error on Ubuntu/Linux?,data-engineering-zoomcamp,f409f751
343,Why might I encounter a 'permission denied' error when rebuilding a Docker container?,data-engineering-zoomcamp,f409f751
344,How can I grant permissions to the 'ny_taxi_postgres_data' folder to resolve Docker build errors?,data-engineering-zoomcamp,f409f751
345,What is the command to assign write access to the owner for the 'ny_taxi_postgres_data' directory?,data-engineering-zoomcamp,f409f751
346,"If using 'sudo chmod -R 755' doesn't resolve the permission issue with Docker, what should I do next?",data-engineering-zoomcamp,f409f751
347,How can I find out the name of a Docker network?,data-engineering-zoomcamp,7d217da3
348,What command lists Docker networks?,data-engineering-zoomcamp,7d217da3
349,Where can I check the names of Docker networks?,data-engineering-zoomcamp,7d217da3
350,Which command helps me see Docker networks?,data-engineering-zoomcamp,7d217da3
351,How do I see all available Docker networks?,data-engineering-zoomcamp,7d217da3
352,What should I do if I see an error that says the container name 'pg-database' is already in use?,data-engineering-zoomcamp,09081824
353,How do I resolve a conflict error when restarting a Docker image with a network name?,data-engineering-zoomcamp,09081824
354,What command should I use to stop a running Docker container causing a name conflict?,data-engineering-zoomcamp,09081824
355,Is there an alternative to using 'docker run' to restart a Docker image without removing it?,data-engineering-zoomcamp,09081824
356,Which commands are needed to remove a Docker container named 'pg-database'?,data-engineering-zoomcamp,09081824
357,What error message might I encounter when using Docker Compose that relates to a hostname issue?,data-engineering-zoomcamp,4df80c55
358,How can I resolve the 'could not translate host name' error in Docker Compose?,data-engineering-zoomcamp,4df80c55
359,What specific changes should I make to my ingestion script to fix the Docker hostname translation issue?,data-engineering-zoomcamp,4df80c55
360,Which part of the Docker Compose setup should I check when facing hostname translation issues?,data-engineering-zoomcamp,4df80c55
361,Can you provide an example of how to update network and database names to resolve Docker Compose errors?,data-engineering-zoomcamp,4df80c55
362,How can I enable nested virtualization for Docker on an Intel CPU?,data-engineering-zoomcamp,3aee7261
363,How do I set up nested virtualization for Docker on an AMD CPU?,data-engineering-zoomcamp,3aee7261
364,What command should I use to enable KVM nested virtualization on Intel?,data-engineering-zoomcamp,3aee7261
365,What is the command for enabling nested virtualization on AMD for Docker?,data-engineering-zoomcamp,3aee7261
366,Why can't I install Docker on a MacOS/Windows 11 VM running on top of Linux?,data-engineering-zoomcamp,3aee7261
367,How can I manage Docker containers in VS Code?,data-engineering-zoomcamp,6497b659
368,What do I need to do to connect VS Code to Docker?,data-engineering-zoomcamp,6497b659
369,Can VS Code connect to Docker running on WSL2?,data-engineering-zoomcamp,6497b659
370,Where do I find the Docker extension in VS Code?,data-engineering-zoomcamp,6497b659
371,How do I stop a running Docker container?,data-engineering-zoomcamp,6497b659
372,What should I do if my Docker container with PostgreSQL is not accepting any requests and logs indicate the database system is shut down?,data-engineering-zoomcamp,a02f2039
373,Why am I getting a 'connection failed: server closed the connection unexpectedly' error when connecting to my PostgreSQL Docker container?,data-engineering-zoomcamp,a02f2039
374,What does it mean if PostgreSQL server in my Docker container terminated abnormally?,data-engineering-zoomcamp,a02f2039
375,How can I resolve the issue where my PostgreSQL Docker container is not processing requests?,data-engineering-zoomcamp,a02f2039
376,What steps should I take if my PostgreSQL Docker container logs show 'Database directory appears to contain a database' and the system is shut down?,data-engineering-zoomcamp,a02f2039
377,question1,data-engineering-zoomcamp,c6db65aa
378,question2,data-engineering-zoomcamp,c6db65aa
379,question3,data-engineering-zoomcamp,c6db65aa
380,question4,data-engineering-zoomcamp,c6db65aa
381,question5,data-engineering-zoomcamp,c6db65aa
382,How can I resolve the mounting error when using Docker-Compose with PostgreSQL?,data-engineering-zoomcamp,f476a606
383,What should I do if my Docker-Compose named volume for PostgreSQL is not being correctly used?,data-engineering-zoomcamp,f476a606
384,Why am I seeing an 'Operation not permitted' error in Docker-Compose for my PostgreSQL directory?,data-engineering-zoomcamp,f476a606
385,How can I inspect the location of my Docker-Compose named volume?,data-engineering-zoomcamp,f476a606
386,What steps can I take to ensure my Docker-Compose setup uses the correct PostgreSQL volume?,data-engineering-zoomcamp,f476a606
387,How can I start my Docker containers in detached mode?,data-engineering-zoomcamp,e41b100c
388,What should I do to resolve the error related to translating the hostname to address in Docker-Compose?,data-engineering-zoomcamp,e41b100c
389,How can I check if my PostgreSQL database container is running?,data-engineering-zoomcamp,e41b100c
390,What command do I use to view the logs for a specific Docker container?,data-engineering-zoomcamp,e41b100c
391,What should I do if 'docker ps' does not show my pg-database container running?,data-engineering-zoomcamp,e41b100c
392,What should I do if I lose database data and cannot run my Ingestion script successfully after executing `docker-compose up`?,data-engineering-zoomcamp,cd0f9300
393,What error might I receive if Docker Compose is unable to translate the host name 'pg-database'?,data-engineering-zoomcamp,cd0f9300
394,Why is Docker Compose creating its own default network in my setup?,data-engineering-zoomcamp,cd0f9300
395,How can I find the Docker Compose network name after executing `docker-compose up`?,data-engineering-zoomcamp,cd0f9300
396,What tools can I use if problems persist with pgcli?,data-engineering-zoomcamp,cd0f9300
397,How can I resolve the 'network not found' error in Docker-Compose?,data-engineering-zoomcamp,7f845a1c
398,What should I do if I'm unable to connect to the server at localhost:8080?,data-engineering-zoomcamp,7f845a1c
399,What naming convention should I follow for host names in Docker-Compose?,data-engineering-zoomcamp,7f845a1c
400,How should I configure the docker-compose.yml file to specify the same network for both containers?,data-engineering-zoomcamp,7f845a1c
401,What environment variables do I need to set for the PostgreSQL and Pgadmin containers in the docker-compose.yml file?,data-engineering-zoomcamp,7f845a1c
402,Why doesn't postgres persist its data to the mentioned path when using docker-compose on GCP?,data-engineering-zoomcamp,36e54439
403,How can I make PGAdmin data persist when using Docker-Compose on GCP?,data-engineering-zoomcamp,36e54439
404,What is a common issue with persisting PGAdmin contents on GCP using Docker-Compose?,data-engineering-zoomcamp,36e54439
405,What is the solution for making PGAdmin data persistent in Docker-Compose?,data-engineering-zoomcamp,36e54439
406,How should volumes be defined in Docker-Compose for PGAdmin to persist data on GCP?,data-engineering-zoomcamp,36e54439
407,What should I do when my Docker engine stops and fails to fetch extensions?,data-engineering-zoomcamp,32e8450c
408,Why does my Docker keep crashing even after I restart it?,data-engineering-zoomcamp,32e8450c
409,How can I resolve the issue of Docker engine stopping and extension errors?,data-engineering-zoomcamp,32e8450c
410,Is updating Docker a potential solution for continuous crashes?,data-engineering-zoomcamp,32e8450c
411,What is the final solution if updating Docker does not fix the problem?,data-engineering-zoomcamp,32e8450c
412,How can I persist pgAdmin configuration using Docker-Compose?,data-engineering-zoomcamp,96606db2
413,What do I need to add to the Docker-Compose YAML file to persist pgAdmin settings?,data-engineering-zoomcamp,96606db2
414,Where should the pgAdmin data be stored on the host machine for it to persist?,data-engineering-zoomcamp,96606db2
415,What permissions are required for pgAdmin to write to the folder on the host machine?,data-engineering-zoomcamp,96606db2
416,Which Docker-Compose command is used before running docker-compose up for pgAdmin configuration?,data-engineering-zoomcamp,96606db2
417,What should I do if I encounter 'dial unix /var/run/docker.sock: connect: permission denied' while using Docker-Compose?,data-engineering-zoomcamp,0882bfac
418,How do I make pgAdmin remember my previous database connections in Docker?,data-engineering-zoomcamp,0882bfac
419,What steps are needed to create a volume for pgAdmin in Docker-Compose?,data-engineering-zoomcamp,0882bfac
420,How do I add my user to the docker group to avoid permission issues?,data-engineering-zoomcamp,0882bfac
421,What do I need to add to the docker-compose.yaml file to maintain pgAdmin's state?,data-engineering-zoomcamp,0882bfac
